company,taxi_id,is_electric
2241 - 44667 Manuel Alonso,979f3ec5896e22ccc751b2ac8e51b640b39dcef203345ad1ac065d4e0d6a621c9124230347b10a040d2bced69e544b6703d7f03143bd33c257f23307f93c34ca,0
2241 - Manuel Alonso,979f3ec5896e22ccc751b2ac8e51b640b39dcef203345ad1ac065d4e0d6a621c9124230347b10a040d2bced69e544b6703d7f03143bd33c257f23307f93c34ca,0
24 Seven Taxi,008e4411af8ea511e3990a1d25eb3bd4ef68314d8c2f8f21f556775b90988103dbb053d220aaf7c7bcaf92a82bb51285cf5c335635713648f3396567dd99916c,1
24 Seven Taxi,018adeb3e0e0f1b8c78f37c4b99735005ea7acfe800ab82b00817f4411b6ca9f6dffee907b694af870546e5e5027c6a5340769f84e94ff7cb016c98368560dfd,1
24 Seven Taxi,059bda2b6b156207134204beed08bb2b9d3c3643c60e1cdac128bda987ff5e8441c9bd70cacbd174ef9e9a95d5a032353c0d59082e991ae48832166275794316,1
24 Seven Taxi,07040c551d914b4b14a3b01f40ac0818ea3cdbfa4aa4de82522e298ea458d30cf2bb20a9f30e53d41b0edd7ccfa96022851c37d364773b3ad57247c6f6af1810,0
24 Seven Taxi,07c564a10fd59fb57a493d26e4f2a39f0229ac59cdbfb570f93023bbbb938eed963e74922bb8bedadb526754dabc0f236dc791223fa413b271b628994974155c,1
24 Seven Taxi,0a801ec32ac61474c442a4285a614aa1fc5f012a78010a1e93e1787b41c2d407411ac142c1316628f72cc4836f54b28158adb6c0e6c1aaf4f4e4a659c4f7147d,1
24 Seven Taxi,0c8b71a5b69088ecd9a05b7e7c3088197f9d172b1912d28ef71a5bb5d4addd1e5c3f5b08f5f5e792d5f1443f864a5a5a9c19318cbe452d23bcb7fadd39939f4d,0
24 Seven Taxi,0d615ed5ab3b615d8a93d33475212a91a0113407820e7245c60778e6bb4403900ad52b6702192c861fd24f2659c83232dba0c279e9c18d924d214cb0c496d7ca,1
24 Seven Taxi,0e74ad3459f87717288898bd3fea44cbb0d2d2d9b9580ee087190d5dd31bed53ed9d191d527f0782e832f1e5452cf650e42fa46944179c4057f963ae38943d4a,0
24 Seven Taxi,0f1b65c1c73b1a8a687054ea0bb175edd243a5d065d7faaa983e12eeda271ba9db26ecbc015c79a796b59d96a034a3f83f1bdffe66efa0326be3fd47c9443c38,0
24 Seven Taxi,100dbc840e5381b47a92bfbdbc3f231bc18b28af8cba22938131f76ff91fcacbd0273a793d6eb66bb4aa97412e14fb4484c5684b105ec8a91e83d5c62214c75f,1
24 Seven Taxi,1039ad00df8a5734c27358598433d922397ad340e17673892672094391f45a285cecfd904b42de9dce49e39666141ca94ed1adf428a7aa3d12a68051961ef230,0
24 Seven Taxi,12f6dc49f676b830a5b2c718a872f31d784c5e94aae68c50a3a4d01fa7f038d1d87ace17ae6c110d5cb7a40c288b0d67f7b1e7c8590b76466d8d42c1cb2ec418,1
24 Seven Taxi,164d8be5242717968b757b4c142ff426253e268154ebf44f0aab6302729095e101ee8c365415493949623e7c13170892e79e5c5de218bddb9c935e8300e05982,1
24 Seven Taxi,1768c6bcff09706e1ee0a66b2053afe14107881e986f2ee78d34322406897ddd23f86fe4c618a63ae71d541ff75d9fd316fe32a8bb7da1746ac85099316046d7,0
24 Seven Taxi,18332569daad955f48c8d965fe85ef855858a72ae12e21b7bf176ccc9bfede27311ae84c604c8dba0f1d22c290ad9f78856d2d0d1ef172f0402c9fa31fb8204d,0
24 Seven Taxi,1cb849981e7c08360d39e735c3eef0fb86933d82f0888b9556f0ef6075398682facead8666732fa4abbfa8ff2b30422484c41c1aa248b8f5976200d2fc692bc6,0
24 Seven Taxi,1d3d71ae4ecc5c8243d1ab4c6bc69627c5ada2cbacaf423415c566d7c369476819008c9c3085b0c9b4601fb1aa2578c72cb5b9580e31fcdbfe100b4ce1884aae,0
24 Seven Taxi,1dc970b2fae569a21c839d5a95614de9ec97ab534681f3669590fd4097c1b9d83c9226124e00dd4844e7442cf143046d30837149e64bbdd5cafa8d0fafaba7cf,1
24 Seven Taxi,1eba7c19fc49260d67105f0fa98a4be0f4aa006f4d3959de6fc044c3fb9039f9a02c7e21005260a9c3fecb1276cb38839abb8c544759ccf7a9af08f7df0e7e0e,0
24 Seven Taxi,221166952b9901c17bf6348260fa6e2bcfe2f5491e9d13f7b37a608b99ec2dddc39a59e79b554d48b4c3bfdab97d72462c2cc59ca09f0bce671c2e57918f2eef,0
24 Seven Taxi,23d7e46830959b62b46fc2bec5e24e6aac02b0633d0a7c39b5c83771664ca2e31d85d8191c8f612ce6201f339e1d26289cf03d3ed3381a6160ac2a47fca689d9,1
24 Seven Taxi,2515f116b62d35748f5f6e99e76d75c544835769c1c45a232ef762c161e6f0f2a10bb046912d8f143587d375c79fdfff46ae00779879d50e4fbccb21449b11df,0
24 Seven Taxi,261b4db1c52868b756351f3cba8d9cc18cbb0166b27610bb408b4083e9aa048547ad745e8441d8d7b5319d3264616eea90012ed7af684585dede410191d1c2cf,1
24 Seven Taxi,29e8d268f456900acb570517c2595e965d8dc52ce347fbf17cd6f3869f29635125f3479b253bd5e507f04ea41cd49aa6835749032a0434694df92d330e816f66,0
24 Seven Taxi,2aab37bdbe2fb12a3003d38b37971689854d707b6ccacde965d107444d87a6e75a5d1cf399e1453fa4255d6d8081c8634c74d8c18fd1eca3c44e3cf960faf68c,0
24 Seven Taxi,2ae4fec79204ca9b95d2416570d995778ef8d6c6112d104e79d03c2008dc451d2c789803a280c6b8e8372ec32e4a62907075856abcad750a575ffefc6d0d7943,0
24 Seven Taxi,2ccfa54f7341fa810815145fe00e70d3c9a5754feaf6d28f6540b95ed6ae3f9bf9e99c0b6a407c16f025558c28022e3021df8ffc37a9aae5ea405c557ab0619c,0
24 Seven Taxi,2d45b3f138d7cc8d1f6dab14c96c9e010575cbd16b746959631c1622d85cfd3fba88f505661279738439c205b85fd55e26d9233224f7abea06080ce834d6d530,0
24 Seven Taxi,2eef4233ce1d3ce24a463f9e17172e8a4d450d52c016acb8b8dabdfbc963308ca4893a4943c3156384cba15c69c65478b0d3e99b6c3ac4ef94949972bab180b4,0
24 Seven Taxi,2f4ea9dbfb46ba5bab5ef7342d7d957916e14cd1159983c06b3bce163d8ae2461309fbfb7079666fdf8ec21e21837f83e7220f9bc9e500404643debc899d9ce6,1
24 Seven Taxi,302b5b17591e4cc1b753be1cf0f3f15c0dc43cde1446861e4992739d3c7d3237d00f0429352a5cc150ad1cbe9a6a603cfc751e3cce2620171ea5f2782d02305a,0
24 Seven Taxi,3047fab0c79eb1d4369665ca57544607546f77e7c93c110ba51c31d7db8be956f21ded4c96fafc6efc7e1b1c69bf5298838574641235079cfc279f1539352233,0
24 Seven Taxi,322f869ab7d6a0e4324080ba0232588244237833896669f8b2c04a6443d6d1adb60c4efa678785b4b686bce1719bb3aa2ab87e0e22cac6020b6674cad02969b5,1
24 Seven Taxi,34031befc4277f8808e745ff8651dfc63f44b1323497c79fe8304bfd4a5192e448625fb6c16eb324275167b3116c83ac6e7242d7ac3a4a8700042835ef6c313d,1
24 Seven Taxi,3426c4a607f9804cc5f33ecb1cab61f70f63b3f0593c94de2dd4894123fb416055aefa868a2855f8995aca11ede0ed54459f1a7b26a2a8acd1a508c93935b081,1
24 Seven Taxi,3706420f7dfeb1067566c08262e2d4fad0c4f54cfcfa0d3d0fc1e81e81523a8576da63b83037a065b7774b7cb31cbfc8a9ab851060aa51347f2a40990f4b888b,0
24 Seven Taxi,3730b3a4c5aa4eedbcf2c7d2737ad99ac636b034b3fff8562aa9117cb957d820d870be4653737c31fff233979d2d7e4690da0e2f9d1d020195fff8d59fccd16a,0
24 Seven Taxi,37a52879d5080b7d58000fab42a717363edb575731021839889623037fb43234822a234eca70476c214eb10931dee34f9a51a2cb6b87ac9609cf54bd0ecd2286,0
24 Seven Taxi,37d5e1773a88498735255f54918b56a240163ea65dc48cb71bb494d453d214b95f78b0218bd66aa4eb54657f75dbee9dbb1d24a0700c947963410fd52e94eb4b,1
24 Seven Taxi,386acefbff35617d4b38bba92265459e932fd026b126106f6b36fdcf8b47aa7e06ac92451d6f95ce4f3b78fc680cd2b713fe62f25ea79eab7f3d82eeacfaf961,0
24 Seven Taxi,395dcd217a01d0788b58f486bcda2bc7e4c117a7d361ae6bdca683510a6d61aab08964848d54579eb6f67db5ff4069b5f6fbad768c020b56aa217387f5daebbd,0
24 Seven Taxi,39bad7740310bf58e15688fd97c523303f29a822777cefcb73691974912ea0bb305fc335f816c53180360847b2ce7b594a9bd1d6664edc05f12fc94cd1495a47,0
24 Seven Taxi,3abd6b9b6ecdd7475cc4f1a906f7c40564f5c39d0e6d34faa52c6d93eca41988ba23ee718feeba2cfa60e8645549fe733b974b754923feae8d5abc4a54558720,0
24 Seven Taxi,3f261d5b0c2aa082ce8256add81464c15a1bddd5d41824b7f7f2bd5f37b4801735b7d91b6d4626e701d7c4aa56a5387adf5c8fd74173ec2319fcb566de44c095,0
24 Seven Taxi,3f3db658785ce18d0b698d7364c20f89873ede51b60f36505661432dd274a4939ebbb732691964419bd982229943cd010b216ae92667a075bd042836538c3050,1
24 Seven Taxi,3f6562a2a18861cf21a21101c14cc91dd7c4d72cdce80f3252c67c3ddf96b1a2546c01536f3c9adc5c13fa75b274398ca154d7a4bdc41fc99f768d8801f6bdfe,0
24 Seven Taxi,45a625100a49b32a60b0cf616184074b7555593e0a67d797a1c5226581219d92ae53c5815aed064256245ba05d89363f81624149acaf86a0887140267e57fafd,1
24 Seven Taxi,467e208aa360a74a2bfcc97dccac10220d7dfbe4ea17020a7f292dbbe0a8a66af760ccc66daabe708edad93abd1e0952de7a1c3a2a0bd34d89cd81bb705f32be,0
24 Seven Taxi,468715c4e6b0967d57ec45e4ee960045525de2b01a3229c6579c30a50f2add13037718dad99561fa34ab63fb31ef2bf938b5c0bdd42b66de986af7f58d5ccb57,0
24 Seven Taxi,4da9abacb7ccc05a5ef10f25ebdc729bd9df7e7c82f544774e4f818bbce12026ec27c0b787778000cfed84774977bf60e7275d0ed16903932c185545f151eb4b,0
24 Seven Taxi,509476ab6ed3f69bed54dcde037df74912a813e77d8fd8223c0325bbb94e911fd2132d798c98139b27f9ab2bc2a27304cb242d37ea10f79eb02396efc31c7294,1
24 Seven Taxi,5338c9353dcc39794670b869abb72d264d74450715ae575eefe96b0587a57df9db01adc62d7f95089108e2704306648cbfe3b835157ed6e2de88f23bc1d09a23,0
24 Seven Taxi,5413f320ef49399b566497fda291444357b3530d5c3ec74d2122b89a9367717a0af737151f4aaa49c861010db04c29af75f7945ae7a69735841121f9f22bedf3,1
24 Seven Taxi,5517c485c0ed0557b10ed7dc3107dbb088e9c8681dc5194bf50a2dab6002db9a8f547434cbd4da45ce1c97cb2d81539dd5514deff4e4e3985b6da77dc82a7d4b,0
24 Seven Taxi,55594961717757fb9eb706aaeb5fd44c72a4f5307d2b82023b580d8a34aa9910e6e0a43b4ea4731b761e2ceb77704a4ed557a5f4a11931126e70af8ba7e205a3,0
24 Seven Taxi,562bea341fdf1606327c427bb008dddf36f6cbbbb6f97613172186c7d47c1d385d8db803aa8c58d216f08076bc0d427dc9502d941e13a59f5f2370bcc93ca08c,0
24 Seven Taxi,575a270c2b6430214aeef9b184c10370e4ac854488e5232b2aa89b3b0c6062b91c88ad0cad2ee564c1ffbb49aa2854731bd3b3a0c7171703360c2c648ae666df,0
24 Seven Taxi,5a5bed1b5ced617d0594007d591f10bbbca354d50b19ca99f54373170f69c7bcf82031bf24d3658eb4b84394a53b2b0f0edaee827abee3583caf07ad56d25dc9,1
24 Seven Taxi,5a5f8466d9aa67f350afbe03464f813747cd0ac4a13b9a828df49aa5561e031882f5f1118bd13e040bb33b48abb7236d687a657912e3fde01faf78b352ae255e,1
24 Seven Taxi,5b0497a25d143de6359f81e7e219ae601f578f4cff5a115711367d1e15c8ee6581cbcc8744f03b1fb4cc225c01cc33b510c3bdc13963f48377f8d96d1e6bca9d,0
24 Seven Taxi,5da013ec65199c182be94d5f8a640d1f0981620378d3f049dd54130737aab7cfd001918946c8ece01c3565a76531d192a719590c8b2abe2909777162ee50fc5e,0
24 Seven Taxi,5e9387571b585fab44765a1ca7c7ddf123f6150a1dc10f44323277c56e7e108c893cd777da0c04b191dfe511b20e538f765a7d96e6c38b8f1a62bbe3859161f6,0
24 Seven Taxi,613e73cf1e52bdfb496fb3e51d8c8f140fc0b5610fc9627486473f5df6ddf07c96c200ada40ba385179e30e5d18026ef9fdbfd0d82015cf20f8897a2ccaed1b4,0
24 Seven Taxi,66f8216873a0600e21f062160013aca41bc164549226a71f74b19054b0fc65384574bcb40fcf380bee86b450281c9ebb1d32796808158ff4aa833d1de9f966fd,0
24 Seven Taxi,69c9682e2d189c2b6953cb1e1614327727f4ebd0c6d62fe02a9e9a8250911fca1739dda5b450de07fcb0426a1f0a2419d6a41f5a9f86c8256018341d07e9102c,0
24 Seven Taxi,6b2e4002ec8dde7f10daa5babb2cbeebf8847f38d5cf0d4fc16e7a8248a2cfe9c0ceee6883f7f699a03df374c0541bf7d02b491fb913c82b3887ed23b1aa54bc,1
24 Seven Taxi,6ba9ae20497fdf9110e19d54c323ec9a67d84c89916f5903eb19bbad5d65fe0f285d6807e0935de428cf03e1c8b2d0b3eaaf12ec1aeb3ec0cc7cc595e2f90b60,0
24 Seven Taxi,6baaafe44855d552dffe2384379b7ca4a38c3f94f47ad2ad3cd8fbcdbb88ca49eb10661bbb84b0aa81bc5042b0b823582d0553247e0bd6653519597b51bd5d6f,1
24 Seven Taxi,6e255ed2769a2d11f09fe0d08873dcf3a3182a3827ac822a59972f32f17e96ca799e6b46208fca52459c58209a53a098bfe3a6a5eb6fb17bd8d3776de137d2f1,1
24 Seven Taxi,6fd459ffaac2670ce6a096faf040b54b265ba8e619befa0f6e0b32de3ea7396d0c9632a2b9bea05ae309bcfc2c233aab67ba594425b7760d8eacd40702fc952c,1
24 Seven Taxi,799e09e89fb0b0d90f878f9183a4918839a43acf3be66b22ed58f03f74cf192cb4ca69955223f7dc28f770d1acde74c144898fbabcb04d5470c26c26f8881e6d,0
24 Seven Taxi,7added4d3f37f22fbd28e2f95972c03d79890098880768299542593d0ff21cae3e14d411134fc657ed223684fb5b1ffa249066ab410a56ef6845255f29a213ea,0
24 Seven Taxi,7c7c051f6539cd44c69ac304d724573cc08475bad2ae7dbe514470765cfb53d187085deb977dff606e9a02792d47e6aa929bcfeac3479a91c9d1c0ce7bdd697c,1
24 Seven Taxi,7cab283ba20d00e5578b57f92bba1e8ec5d912b7c8100f4c9a3191cd5217f7a4f43475c1fb64c23be33a984f70da330511464642b0fd49de7746f33f3a04ddb4,0
24 Seven Taxi,7ebf27414a0c7b128e7925e1da56d51a8b81484f7630cfa2c871848f350a25f93bbb03ebd117d349572bdf958a3d91d61a20a8026c0a42ff426281be4999a1cd,1
24 Seven Taxi,8658738a726f16d0a6b7564f78a2ba062ab0575d2b4673ab7281af309989d118f448f234913269c94ed908e8732fe2193666de5448c4d303fcbf8102d7a0dbf3,1
24 Seven Taxi,874b25eb25690a1a0361023234f59edeee52101733a1ab8c9dc78c2a369cb4a37b4f1ec58a01db4305cc0f3b6a702c2c7788185321953dfdd03e9b7a854a457b,1
24 Seven Taxi,888ae68d70813efa2665c4293ed0a5b5f82cdd3ed4b7041c447123e81ace67a6602e42b81b0f080f1f88a6c5ad8db7f666e6b44141022b85a61309b57c3a060a,1
24 Seven Taxi,89155a85bdd747e8e741fd951e6a806a3735e987169c92b4373622d48c9114bb3cf6ac405022fecf0007eef465372360bc1be3d847ea14453d690ec43ddedb25,1
24 Seven Taxi,89d7c3661ea2a18788208353439abb6d3f252b7c672ba8257c318c2e5fe17d6ad7b8879d78ff5814a3c3b501d09cdd654c4461ce68e266e8815c96a73a94e018,0
24 Seven Taxi,8c6ee294a0e09da00928b34a8b0712406e928b55ee8677e0e2f270b1416e617821bf4c4b7af487857d30d090922ba355a68e80aadda461e1e1493f1107ad2c16,0
24 Seven Taxi,8e343c320df2e6ab0a8aa873e207a6a1ea0a70c0b388c35b6bb45962b48c8b9e7cce1c59f08c6446ed96fb506c4b1f33ec7b6cb8290b063d1a260c8f473519b2,0
24 Seven Taxi,8f1d0e9ab7b43375d2a2fd513af0911293399cf4889ce9ad1ce4455f7cf6758651ad8eba9402e91ec7b6764f11226ef5f443af315e5181a9e83ee17370ea29d0,0
24 Seven Taxi,8f4cde3f6d55c38289233d1679f415c6442273549398887146c6322c8410b29bb3b72514e950e4f7fd080c47f88a53fa8454f8662ae92f84de30fb3da315fa89,0
24 Seven Taxi,8fde77d1f2de198da3cc494072bf1c88e3f02426105e47043457606c56025158f1f04491f93de7a9e04c48d3e71151ad93cb32b9ad5de94c6645d2e46a6a692a,0
24 Seven Taxi,924a38617a298fffaf07952020dc1188f8fde7549c2ee5894d64150e3e252d69e0117f357912cdbd601586c8115403e823a8c3900926a939ba670eaf0eb81ed0,0
24 Seven Taxi,951920ae87e18650b5bf4e645ff3e48d421c13bf3e424642f87f893dbdbde558dd927691c1f9a91cc695bbccbabb1eaf1f089f8cc6f640bcd9d12cadce6dda7a,1
24 Seven Taxi,95c9fe81c2e58ac8a3e92ec232a8a519db5ba1b162062a072fe0ebd7388673dedeb18202d865ee70444b129df28cca427d485261b0842898175e72541571f83f,1
24 Seven Taxi,95f6626e94d82c747f03eda64c19727d386d265e9904ce053e96b3c5719c86694d775c68e9c7221d0e3bba3977b08a070bcf22a504e252300ffc1a4835026f06,0
24 Seven Taxi,a14dca57ba17b47dee9b7c4f4159f684f0e462067ca97a34ef235e5cf86a9e32260b8f0d850749935166992bef5582ec9980ef5397322ce64e0b760ae66655d4,1
24 Seven Taxi,a7aff137c2c06cc689afed56a36f801b23d7db168304a642c2a6d5dd1f4d4640c590b1db60c7471091250130c419e54720a73ea14a435efd79bdeb4ddbf6ac48,1
24 Seven Taxi,a8da2d135d1c77f1678dadceac2e6dbd15df926928193eb0e73bf41bc3adc29e2c309683d948fd424a84bf024f69d6eef3f0c1322c92ab03ee9c8c3a1ef92dc0,0
24 Seven Taxi,ab2b9a0930835b7c79d794179c4e53c68aee771064e532492869d4fb759da482e65c241b92b74413e156f09305f8c143f079cee2fa858fc7e0df31bca72ad47a,0
24 Seven Taxi,ab348dc13e306a79cd69bf16e590df4e160b4c098c0d9a0592cbb596225d6f786d492af1b920fad2783ba4fc5d2566d70ab58bb0c30796a0c07a66c4cbf1be84,1
24 Seven Taxi,acaa3392fb07a59aedcf57e190f5e77db420a693acc0883a64bc55cc9e6ceaebf4cbdb87e153f8a24c57c41a68c786823838732169bb1315922254b9550990b5,1
24 Seven Taxi,add39f718d2813b2d3bd673bd2bdc8829cea0d80468d842850f8410f4197736df6a7a3a32361dd3c7b98a5a54bc4414efca073debbb9418dc87cfb3b3f70728f,0
24 Seven Taxi,aeae74b676d686b382b5a5ad197aa0b7dded703bce5bf3fdc459e6e91253ff97fdf4f3835b94e85003fb00ad3dc7ccff870f4c3c9e705d3abb6e485faa6f3085,0
24 Seven Taxi,af54b850307713709ad002df059e2951e541401d6effc54cf4b1f4f14c07c1ebbe1f9ac393525e312318b66bac6012e08a18f36e2cf832f7a0ac6838bbb8ce35,0
24 Seven Taxi,b00182fd8b2223dfa7717e1bb0996f88b747951bd9274c7952fe3eb7e4b9dbbb4a5aa107e18f09fa0c7d28f8cac4907678f3de7eafc00428d9da8154d4ecfce8,0
24 Seven Taxi,b4c4792117c68c6a6ff201788db34a95b063f85cd95455bc555701df5e71756fe874db5a19bce5bdafbedbcaef297e639156b2d8aaa92bab20e5fab67695e245,0
24 Seven Taxi,b5673cd0500dbf40d34be451900345d0052f04467e39e7545f6c17363fa279c81729d85ff2b16054742ea6728e5ac185bff85ba5dd44f19d9321318ace2fb8f3,1
24 Seven Taxi,b7c6b5a428fe506020616ac0ec9e78e763965c4e26aedb655425edf18abdb0657ca0ad284812692584c7283f01649b91ed3ac1a35541636abf42413e2a905828,1
24 Seven Taxi,b9f877fbe7f921c96fde43f55845a1c542a1ddfcad1fcca9ccff2a9f19d8e9f120d109b179df34a1e662152b519aab64a50c834cd75f292827d72842cd2e9b32,0
24 Seven Taxi,bb277fc77c865565c0fc305dcad0c6b6633e72ce0fcfac0d1f7648e192ea9713c1dfa51fc740188367f73efaff8938fc0b8f0b0228359d6c927ff6bc6dab6096,0
24 Seven Taxi,bccccfecdf9b0dd78734e066381e05de7168c33452d233f6b0b5ff012b7f10f8cc088bb166be9ba7a75c900604f3c1e05cc1245f3840306da79ff32654fcc549,0
24 Seven Taxi,c018902b2cca3d3d34af3de6d486f3a7dd7af724d85ce5ff4cdbed3c989ac9bb2aec753a4410c204de33d27707e7bd049c737a1772e0af180dec4eff7dcf9b6b,0
24 Seven Taxi,c2034bf4f0fd07e12125b97a8f48e5506c9e41464bd48586e2cd3370565ba615083b1ea9561b4d6298f71bac438b4080ad90a7749213c9f00e16285fd627917c,0
24 Seven Taxi,c53c8b33059fe0391a561a8c14ac5b7210119818d0f79c87dd5b205cc0aa0d2c31eb843ac6a8954ebc6535cd6e8fffc8722f5f3a461e3c878ce0be58d4ae7ef2,1
24 Seven Taxi,c6afdfd8a7e77a6363705c79438ccc226e23e84f79c200ae985a7707e6626f5c402bb9275a0e3866d0174ec80e57ff47d542355d4c487da812c0540d5de12306,1
24 Seven Taxi,c72e98ca28cddd5800abf1f658f2d777939ed79d4500762c5588dab9ce49b700e567c9eaee4241afcf90e199ff6fd8c1de357c5b1919e92bf4c19a4a22c13f9d,1
24 Seven Taxi,c88fa68df9820fe987e996e16172f9f2d7ac55167cd3b65eb68cb5ae50f46ca09b489458b73eb1480427a1f72ba00aac1a02edd3b6b7afc663d5ec115a136e25,1
24 Seven Taxi,ca5920139b55a06078d1029eedca243d36929ffa7c55c96e3290000e2f1659329c040641655387efb36f34d587dd2b65fb0149638511ec2ee34127a62f9a9fbc,1
24 Seven Taxi,cbb1092f8bd85314dd20167d413b3b0c1a9156ae328df26fea65b4d6546dab2d5a0b59b5f65f16a09f39353b05663ab4d39ba1e04302a331b79341bf27025ccd,1
24 Seven Taxi,cbcb4fdc2cda5e01edde742c17c7c5f1f71f701ea9727971714dc2cf1d8156d9fccf1fc49aaede60f16a7001245266228733cd64c24dabf54dabd6417bffc8a2,0
24 Seven Taxi,d0b88fff8696e18627f229a241df22a00b7eae222048be45ec24b6490d9587a88f3a332353d17d1aa4d3a73be0bb6b309ed30ff2285ee7ecbd0f621219302bce,0
24 Seven Taxi,d22d9c59cf15244c51bfaa145bc2fadb214a9620bca0a34e40b23536a5555f98ca6cec353cdf881e0d89b837ca0439c8010867f28bb114ba2bbf085814cadbed,1
24 Seven Taxi,d5709ffb84ecf9520fff03fecafda7203f03731d4cc200de921a91ae287fcae4886006c77c36d1b2a691642989850212f67b1849069e2d1c254f6a234491bb32,1
24 Seven Taxi,d6d483b25eb5d88cc3adb7db367709e81ecb7cc2c8afe222029aaaef7df1f67d9b0d21b57c3fc65d95dff53834023e04dbfc54598a460ad3937be650cb33f9df,0
24 Seven Taxi,d84eb9fc599449340e9a37c4aeac90c89b3ec1fb0ae210d6addd78d1c843436ff38bc8e7526c119e9fb327c20b2cec07a2ee42403ab735d7d2d1d95ab63cfb05,1
24 Seven Taxi,d928dd750e3fa4c8601ac36366e871ad134e77b02ec72e6a37c10a6fea67fc9d0788140aecc4d587361c6aa8c0be1e73eb8546f2966595316abfa66e2b163728,1
24 Seven Taxi,da1d3276790f1508333971d9f0addc39a8b98d6f4da2beb2c1dbd6b522550959a88687ef2c66aaf8f8bb17d50aed8ff16985234b74b4047bf6d1b216b4be0204,1
24 Seven Taxi,de754b97d08e0cb4b092b4086958139b8819b8a428fa743185830bb964d968581b5f96869135ca90b4caf57342951341b7f5c14988ccd0d26c27747a51490a53,1
24 Seven Taxi,e38717923fc6afb04270511f1fdf487ba526b6b82f4a4fbd9f78c2191e0ada73edcf698036f685dfc11c662115d96e48e79390a9d0ada244034251287a8bac4a,0
24 Seven Taxi,e3cc7912da1547a0c5970e1d365c985a29523406e5ea4795908aa90037a3b02eb2566317fbe6cab2caee412a71dc1ed0c56f466ea2a6c25ea8853ea4197dfac2,1
